RANK,ID,BACKGROUND,FUR,CLOTHES,EYES,MOUTH,HATS,EARRING,BACKGROUND Rarity,FUR Rarity,CLOTHES Rarity,EYES Rarity,MOUTH Rarity,HATS Rarity,EARRING Rarity,Total Statistical Rarity
119,3907,Solana,Death Bot,Stunt Jacket,Sleepy,Bored Unshaven Solana,Girl Hair Short,Diamond Stud,100.000000000000000,1.999666722212960,1.699716713881020,6.815530744875850,6.232294617563740,2.466255624062660,1.899683386102320,67639.616120368500000
120,398,Solana,Robot,Service,Bloodshot,Bored Party Horn,Stuntman Helmet,Silver Stud,100.000000000000000,3.049491751374770,2.116313947675390,8.031994667555410,0.816530578236960,2.099650058323610,7.615397433761040,67677.282770659100000
121,4101,Solana,Trippy,Wool Turtleneck,Coins,Bored Solana,Bandana Blue,Silver Stud,100.000000000000000,1.166472254624230,2.216297283786040,3.732711214797530,8.398600233294450,1.099816697217130,7.615397433761040,67880.746667106100000
122,1891,Solana,White,Admirals Coat,Sad,Grin Diamond Grill,Beanie,Gold Hoop,100.000000000000000,3.766038993501080,1.166472254624230,5.699050158306950,0.999833361106482,5.699050158306950,4.799200133311110,68463.747719379000000
123,788,Solana,Blue,Kings Robe,Scumbag,Dumbfounded,Basc Flipped Brim,Gold Stud,100.000000000000000,4.699216797200470,1.083152807865360,2.799533411098150,3.549408431928010,3.082819530078320,4.399266788868520,68593.860330320200000
124,3517,Solana,Robot,Smoking Jacket,Closed,Discomfort,Fez,Diamond Stud,100.000000000000000,3.049491751374770,2.149641726378940,6.865522412931180,1.916347275454090,4.232627895350770,1.899683386102320,69347.796131235500000
125,5611,Solana,Noise,Prison Jumpsuit,X Eyes,Bored Pizza,Trippy Captains Hat,EMPTY,100.000000000000000,2.182969505082490,2.082986168971840,1.716380603232790,1.049825029161810,1.216463922679550,70.121646392268000,69890.140492945500000
126,1545,Solana,Brown,Tuxedo Tee,Closed,Bored Dagger,Faux Hawk,Gold Stud,100.000000000000000,12.747875354107600,1.949675054157640,6.865522412931180,0.949841693051158,0.983169471754708,4.399266788868520,70102.506527602900000
127,4669,Solana,Pink,Service,Coins,Boerd Unshaven Bubblegum,Safari,Silver Hoop,100.000000000000000,4.999166805532410,2.116313947675390,3.732711214797530,0.849858356940510,2.016330611564740,10.464922512914500,70818.451047052600000
128,1974,Solana,Cream,Cowboy Shirt,Heart,Bored Solana,Kings Crown,Gold Stud,100.000000000000000,7.382102982836190,0.766538910181636,3.816030661556410,8.398600233294450,0.899850024995834,4.399266788868520,71793.231647857300000
129,100,Solana,Blue,Stunt Jacket,Bloodshot,Bored Party Horn,Bowler,Gold Stud,100.000000000000000,4.699216797200470,1.699716713881020,8.031994667555410,0.816530578236960,3.166138976837190,4.399266788868520,72963.921188939000000
130,4055,Solana,Golden Brown,Bone Tee,X Eyes,Discomfort,Horns,Silver Stud,100.000000000000000,8.281953007832030,1.749708381936340,1.716380603232790,1.916347275454090,2.066322279620060,7.615397433761040,75002.696509027800000
131,2438,Solana,Dark Brown,Sleeveless T,Cyborg,Bored Cigarette,Horns,Gold Stud,100.000000000000000,13.164472587902000,3.066155640726550,1.049825029161810,1.949675054157640,2.066322279620060,4.399266788868520,75102.635398215600000
132,1638,Solana,Cheetah,Stunt Jacket,Holographic,Phoneme Ooo,Bowler,Silver Stud,100.000000000000000,4.482586235627400,1.699716713881020,2.066322279620060,1.983002832861190,3.166138976837190,7.615397433761040,75274.718267805800000
133,1708,Solana,Dark Brown,Spacesuit,Bored,Bored Cigar,Irish Boho,Cross,100.000000000000000,13.164472587902000,0.983169471754708,21.829695050824900,1.916347275454090,1.999666722212960,0.699883352774538,75776.931456940100000
134,5563,Solana,Brown,Vietnam Jacket,Robot,Bored Pizza,Basc Hat Red,Silver Hoop,100.000000000000000,12.747875354107600,2.032994500916510,3.249458423596070,1.049825029161810,0.833194467588735,10.464922512914500,77087.562602108200000
135,5479,Solana,Zombie,Pimp Coat,Sad,Small Grin,Baby Bonet,Silver Stud,100.000000000000000,2.699550074987500,1.316447258790200,5.699050158306950,2.766205632394600,1.849691718046990,7.615397433761040,78917.572550319700000
136,2258,Solana,Cream,Sleeveless T,Heart,Bored Bubblegum,Vietnam Era Helmet,Silver Stud,100.000000000000000,7.382102982836190,3.066155640726550,3.816030661556410,0.616563906015664,1.949675054157640,7.615397433761040,79071.332377029400000
137,4468,Solana,Gold,Black T,Bored,Bored Unshaven Kazoo,Sea Capitan Hat,Gold Stud,100.000000000000000,0.999833361106482,2.866188968505250,21.829695050824900,0.999833361106482,2.949508415264120,4.399266788868520,81159.184769166000000
138,169,Solana,Cream,Navy Stripped T,Blindfold,Grin Multicolor,Sushi Chef Headband,Silver Stud,100.000000000000000,7.382102982836190,2.882852857857020,2.532911181469760,1.083152807865360,1.833027828695220,7.615397433761040,81503.057018179800000
139,3163,Solana,Cream,Sleeveless T,X Eyes,Phoneme L,Sushi Chef Headband,Gold Stud,100.000000000000000,7.382102982836190,3.066155640726550,1.716380603232790,2.616230628228630,1.833027828695220,4.399266788868520,81962.137855926600000
140,4743,Solana,Death Bot,EMPTY,Wide Eyed,Boerd Unshaven Bubblegum,Faux Hawk,Gold Hoop,100.000000000000000,1.999666722212960,20.379936677220500,5.032494584235960,0.849858356940510,0.983169471754708,4.799200133311110,82240.844436484700000
141,2506,Solana,Grey,Tweed Suit,Scumbag,Phoneme Vuh,Short Mohawk,Silver Stud,100.000000000000000,4.782536243959340,0.816530578236960,2.799533411098150,3.116147308781870,3.182802866188970,7.615397433761040,82572.735394296700000
142,444,Solana,Blue,Prison Jumpsuit,Laser Eyes,Bored,Party Hat 2,EMPTY,100.000000000000000,4.699216797200470,2.082986168971840,0.083319446758874,16.097317113814400,0.899850024995834,70.121646392268000,82838.834974506400000
143,2581,Solana,Grey,Wool Turtleneck,Crazy,Tongue Out,Basc Hat Black,Gold Hoop,100.000000000000000,4.782536243959340,2.216297283786040,4.365939010164970,1.966338943509420,1.899683386102320,4.799200133311110,82960.701331434600000
144,4990,Solana,Cream,Bone Necklace,Angry,Small Grin,Party Hat,Gold Hoop,100.000000000000000,7.382102982836190,1.483086152307950,4.699216797200470,2.766205632394600,1.216463922679550,4.799200133311110,83085.362018793700000
145,3283,Solana,White,Stripped Tee,Crazy,Rage,Vietnam Era Helmet,Diamond Stud,100.000000000000000,3.766038993501080,4.199300116647230,4.365939010164970,3.249458423596070,1.949675054157640,1.899683386102320,83098.624493384500000
146,2420,Solana,Grey,Pimp Coat,Wide Eyed,Bored Cigar,S&M Hat,Gold Stud,100.000000000000000,4.782536243959340,1.316447258790200,5.032494584235960,1.916347275454090,3.132811198133640,4.399266788868520,83682.334421876700000
147,5590,Solana,Tan,Sailor Shirt,Heart,Phoneme Oh,Bandana Blue,Gold Hoop,100.000000000000000,5.999000166638890,3.199466755540740,3.816030661556410,2.166305615730710,1.099816697217130,4.799200133311110,83748.536560460500000
148,2442,Solana,Red,Rainbow Suspender,Heart,Bored Dagger,Fisherman Hat,Silver Hoop,100.000000000000000,5.249125145809030,1.066488918513580,3.816030661556410,0.949841693051158,3.949341776370600,10.464922512914500,83862.362908896100000
149,4125,Solana,Dark Brown,Bandolier,Coins,Grin Diamond Grill,Irish Boho,Gold Stud,100.000000000000000,13.164472587902000,1.949675054157640,3.732711214797530,0.999833361106482,1.999666722212960,4.399266788868520,84266.631582850500000
150,3284,Solana,Dark Brown,Black Holes T,Robot,Bored Unshaven Dagger,Party Hat 2,Silver Hoop,100.000000000000000,13.164472587902000,2.066322279620060,3.249458423596070,1.016497250458260,0.899850024995834,10.464922512914500,84610.617731120600000
151,1822,Solana,Robot,Pimp Coat,Angry,Bored Solana,Party Hat,Gold Stud,100.000000000000000,3.049491751374770,1.316447258790200,4.699216797200470,8.398600233294450,1.216463922679550,4.399266788868520,84789.651877915300000
152,1550,Solana,Pink,Bandolier,Angry,Bored Bubblegum,Fisherman Hat,Silver Stud,100.000000000000000,4.999166805532410,1.949675054157640,4.699216797200470,0.616563906015664,3.949341776370600,7.615397433761040,84933.835038831300000
153,641,Solana,Blue,Wool Turtleneck,Scumbag,Bored Party Horn,Empty,Diamond Stud,100.000000000000000,4.699216797200470,2.216297283786040,2.799533411098150,0.816530578236960,18.796867188801900,1.899683386102320,85011.621793269600000
154,5889,Solana,Death Bot,EMPTY,Cyborg,Bored Unshaven Party Horn,Sea Capitan Hat,Silver Stud,100.000000000000000,1.999666722212960,20.379936677220500,1.049825029161810,0.899850024995834,2.949508415264120,7.615397433761040,86474.830255557200000
155,4231,Solana,Pink,Sleeveless T,Blindfold,Bored,Safari,Cross,100.000000000000000,4.999166805532410,3.066155640726550,2.532911181469760,16.097317113814400,2.016330611564740,0.699883352774538,88196.772396706700000
156,3068,Solana,Dark Brown,Guayabera,Bloodshot,Bored Bubblegum,Fisherman Hat,Diamond Stud,100.000000000000000,13.164472587902000,1.816363939343440,8.031994667555410,0.616563906015664,3.949341776370600,1.899683386102320,88841.071584402500000
157,3958,Solana,Blue,Biker Vest,Closed,Rage,Safari,Diamond Stud,100.000000000000000,4.699216797200470,2.216297283786040,6.865522412931180,3.249458423596070,2.016330611564740,1.899683386102320,88998.162020318700000
158,2183,Solana,Blue,Caveman Pelt,Sleepy,Phoneme Wah,Girl Hair Short,Silver Hoop,100.000000000000000,4.699216797200470,0.966505582402933,6.815530744875850,1.133144475920680,2.466255624062660,10.464922512914500,90529.249730830100000
159,4214,Solana,Tan,Smoking Jacket,Robot,Phoneme L,Basc Hat Black,Gold Stud,100.000000000000000,5.999000166638890,2.149641726378940,3.249458423596070,2.616230628228630,1.899683386102320,4.399266788868520,91620.676140093700000
160,4954,Solana,Golden Brown,Bone Tee,Heart,Bored Unshaven Cigarette,Horns,Diamond Stud,100.000000000000000,8.281953007832030,1.749708381936340,3.816030661556410,4.232627895350770,2.066322279620060,1.899683386102320,91875.488803025400000
161,3105,Solana,Brown,Biker Vest,Heart,Boerd Unshaven Bubblegum,Stuntman Helmet,Gold Hoop,100.000000000000000,12.747875354107600,2.216297283786040,3.816030661556410,0.849858356940510,2.099650058323610,4.799200133311110,92329.398622244900000
162,4095,Solana,White,Hawaiian,Sunglasses,Phoneme Ooo,Safari,Silver Hoop,100.000000000000000,3.766038993501080,1.883019496750540,3.199466755540740,1.983002832861190,2.016330611564740,10.464922512914500,94937.616946962100000
163,3512,Solana,Death Bot,Prom Dress,3D,Bored Unshaven Dagger,Trippy Captains Hat,EMPTY,100.000000000000000,1.999666722212960,1.033161139810030,5.332444592567910,1.016497250458260,1.216463922679550,70.121646392268000,95523.357655145200000
164,907,Solana,Gold,Admirals Coat,X Eyes,Bored,Halo,Silver Hoop,100.000000000000000,0.999833361106482,1.166472254624230,1.716380603232790,16.097317113814400,2.832861189801700,10.464922512914500,95527.947363935200000
165,3823,Solana,Dark Brown,Lab Coat,Angry,Jovial,Halo,Diamond Stud,100.000000000000000,13.164472587902000,0.916513914347609,4.699216797200470,3.132811198133640,2.832861189801700,1.899683386102320,95589.183170509200000
166,1463,Solana,Red,Leather Punk Jacket,X Eyes,Dumbfounded,Sushi Chef Headband,Silver Stud,100.000000000000000,5.249125145809030,2.149641726378940,1.716380603232790,3.549408431928010,1.833027828695220,7.615397433761040,95958.669316449100000
167,5667,Solana,Red,Kings Robe,Scumbag,Bored Unshaven Cigarette,Basc Hat Black,Silver Stud,100.000000000000000,5.249125145809030,1.083152807865360,2.799533411098150,4.232627895350770,1.899683386102320,7.615397433761040,97464.441744601300000
168,5156,Solana,Pink,Guayabera,Bloodshot,Grin,Sushi Chef Headband,Diamond Stud,100.000000000000000,4.999166805532410,1.816363939343440,8.031994667555410,3.849358440259960,1.833027828695220,1.899683386102320,97760.304739783900000
169,442,Solana,White,Tuxedo Tee,Coins,Bored,Short Mohawk,Cross,100.000000000000000,3.766038993501080,1.949675054157640,3.732711214797530,16.097317113814400,3.182802866188970,0.699883352774538,98278.912617623300000
170,5750,Solana,Dmt,EMPTY,Sad,Bored Bubblegum,Ww2 Pilot Helm,Silver Hoop,100.000000000000000,1.716380603232790,20.379936677220500,5.699050158306950,0.616563906015664,0.766538910181636,10.464922512914500,98597.800452752900000
171,3934,Solana,Black,Bone Tee,Closed,Bored Dagger,Baby Bonet,Gold Stud,100.000000000000000,10.631561406432300,1.749708381936340,6.865522412931180,0.949841693051158,1.849691718046990,4.399266788868520,98711.373432132300000
172,1813,Solana,Cheetah,Black Holes T,3D,Bored Dagger,Safari,Silver Hoop,100.000000000000000,4.482586235627400,2.066322279620060,5.332444592567910,0.949841693051158,2.016330611564740,10.464922512914500,98992.445376793100000
173,4576,Solana,Trippy,Hawaiian,Holographic,Bored Kazoo,Bowler,EMPTY,100.000000000000000,1.166472254624230,1.883019496750540,2.066322279620060,0.999833361106482,3.166138976837190,70.121646392268000,100748.129224622000000
174,2735,Solana,Cheetah,Basc T Red,Angry,Bored Dagger,S&M Hat,Silver Stud,100.000000000000000,4.482586235627400,2.149641726378940,4.699216797200470,0.949841693051158,3.132811198133640,7.615397433761040,102612.021394187000000
175,77,Solana,Trippy,Stripped Tee,3D,Grin,Prussian Helmet,Silver Hoop,100.000000000000000,1.166472254624230,4.199300116647230,5.332444592567910,3.849358440259960,0.983169471754708,10.464922512914500,103449.985419359000000
176,5227,Solana,Gold,Vietnam Jacket,Zombie,Bored,Bunny Ears,Silver Stud,100.000000000000000,0.999833361106482,2.032994500916510,2.116313947675390,16.097317113814400,1.966338943509420,7.615397433761040,103692.745894131000000
177,4641,Solana,Brown,Spacesuit,Crazy,Phoneme Oh,Irish Boho,Gold Stud,100.000000000000000,12.747875354107600,0.983169471754708,4.365939010164970,2.166305615730710,1.999666722212960,4.399266788868520,104280.115313870000000
178,2026,Solana,Pink,Basc T Red,Coins,Phoneme Vuh,Basc Hat Black,Gold Stud,100.000000000000000,4.999166805532410,2.149641726378940,3.732711214797530,3.116147308781870,1.899683386102320,4.399266788868520,104464.230011330000000
179,5039,Solana,Tan,Basc T Red,X Eyes,Bored Cigarette,Army Hat,Silver Stud,100.000000000000000,5.999000166638890,2.149641726378940,1.716380603232790,1.949675054157640,3.216130644892520,7.615397433761040,105693.199772440000000
180,445,Solana,Dmt,Bandolier,Hypnotized,Phoneme L,Police Morotcycle Helmet,EMPTY,100.000000000000000,1.716380603232790,1.949675054157640,1.949675054157640,2.616230628228630,0.883186135644059,70.121646392268000,105710.576370545000000
181,4901,Solana,Red,Tuxedo Tee,X Eyes,Bored Unshaven Solana,Safari,Gold Hoop,100.000000000000000,5.249125145809030,1.949675054157640,1.716380603232790,6.232294617563740,2.016330611564740,4.799200133311110,105935.455894522000000
182,2428,Solana,Golden Brown,Sailor Shirt,Blindfold,Bored Unshaven Solana,Cowboy Hat,Cross,100.000000000000000,8.281953007832030,3.199466755540740,2.532911181469760,6.232294617563740,3.732711214797530,0.699883352774538,109276.897333346000000
183,1327,Solana,Dark Brown,Prom Dress,Robot,Rage,Laurel Wreath,Silver Stud,100.000000000000000,13.164472587902000,1.033161139810030,3.249458423596070,3.249458423596070,0.999833361106482,7.615397433761040,109348.717400323000000
184,803,Solana,Tan,Leather Jacket,Wide Eyed,Bored Unshaven Cigar,Bunny Ears,Silver Hoop,100.000000000000000,5.999000166638890,1.699716713881020,5.032494584235960,1.049825029161810,1.966338943509420,10.464922512914500,110853.664802572000000
185,3462,Solana,Red,Smoking Jacket,Robot,Tongue Out,Army Hat,Gold Hoop,100.000000000000000,5.249125145809030,2.149641726378940,3.249458423596070,1.966338943509420,3.216130644892520,4.799200133311110,111281.999123072000000
186,3848,Solana,Blue,EMPTY,Holographic,Bored Unshaven Cigar,Halo,Diamond Stud,100.000000000000000,4.699216797200470,20.379936677220500,2.066322279620060,1.049825029161810,2.832861189801700,1.899683386102320,111802.061649361000000
187,2274,Solana,Golden Brown,Pimp Coat,Angry,Bored Unshaven Dagger,Horns,Silver Hoop,100.000000000000000,8.281953007832030,1.316447258790200,4.699216797200470,1.016497250458260,2.066322279620060,10.464922512914500,112616.491144231000000
188,2126,Solana,Cheetah,Stripped Tee,Wide Eyed,Boerd Unshaven Bubblegum,Baby Bonet,Silver Stud,100.000000000000000,4.482586235627400,4.199300116647230,5.032494584235960,0.849858356940510,1.849691718046990,7.615397433761040,113403.734904427000000
189,1751,Solana,Cream,Bone Tee,Robot,Tongue Out,S&M Hat,Gold Stud,100.000000000000000,7.382102982836190,1.749708381936340,3.249458423596070,1.966338943509420,3.132811198133640,4.399266788868520,113744.304495215000000
190,149,Solana,Pink,Wool Turtleneck,Heart,Phoneme Ooo,Halo,Gold Hoop,100.000000000000000,4.999166805532410,2.216297283786040,3.816030661556410,1.983002832861190,2.832861189801700,4.799200133311110,113986.911879315000000
191,5584,Solana,Grey,Lab Coat,Holographic,Bored Unshaven Party Horn,Irish Boho,EMPTY,100.000000000000000,4.782536243959340,0.916513914347609,2.066322279620060,0.899850024995834,1.999666722212960,70.121646392268000,114281.319941148000000
192,185,Solana,Grey,Vietnam Jacket,Cyborg,Bored Cigar,Basc Hat Red,EMPTY,100.000000000000000,4.782536243959340,2.032994500916510,1.049825029161810,1.916347275454090,0.833194467588735,70.121646392268000,114283.647273340000000
193,2545,Solana,Golden Brown,Lab Coat,Wide Eyed,Bored,Faux Hawk,Diamond Stud,100.000000000000000,8.281953007832030,0.916513914347609,5.032494584235960,16.097317113814400,0.983169471754708,1.899683386102320,114846.628407116000000
194,3250,Solana,White,Basc T Red,Holographic,Bored Kazoo,Faux Hawk,EMPTY,100.000000000000000,3.766038993501080,2.149641726378940,2.066322279620060,0.999833361106482,0.983169471754708,70.121646392268000,115307.370154677000000
195,1798,Solana,Pink,Toga,Eyepatch,Bored Cigarette,Bunny Ears,Silver Hoop,100.000000000000000,4.999166805532410,1.983002832861190,2.899516747208800,1.949675054157640,1.966338943509420,10.464922512914500,115319.623704662000000
196,736,Solana,Blue,Tuxedo Tee,Bloodshot,Bored Solana,Laurel Wreath,Diamond Stud,100.000000000000000,4.699216797200470,1.949675054157640,8.031994667555410,8.398600233294450,0.999833361106482,1.899683386102320,117388.860216887000000
